area,perimetro,eixo_maior,eixo_menor,excentricidade,eqdiasq,solidez,area_convexa,extensao,proporcao,redondidade,compactidade,fator_forma_1,fator_forma_2,fator_forma_3,fator_forma_4,RR_media,RG_media,RB_media,RR_dev,RG_dev,RB_dev,RR_inclinacao,RG_inclinacao,RB_inclinacao,RR_curtose,RG_curtose,RB_curtose,RR_entropia,RG_entropia,RB_entropia,RR_all,RG_all,RB_all
346668,1278.745126584808,536.6761600167602,266.85852216788174,0.9769336864607218,553.9718686756951,0.948258647169463,497752.82092944405,0.7816360946827583,406.8602345138544,0.9486569952407844,0.5972259435775066,0.6087015021852153,0.004056965574843132,0.050317382627595414,0.7886994921989511,91.79324490007136,98.88846421110023,136.24740009557132,36.9538210713201,37.46641703875592,41.040881048788684,2.7922408032761004,2.2862957698025608,-0.47911973219943094,16.601785450374543,12.594660527026003,6.199872882727916,-27821932540.519608,-64049809678.88074,-16546838255.549759,66.80723518915455,70.37463100790352,43.59417632340518
360889,2069.2205011685937,529.7422090515638,175.97840851989378,0.8796961556366883,125.80694759071767,0.8830499540393204,80918.73494704063,0.7582426073038626,90.63723840336154,0.6030962362416947,0.1198995405631416,0.004055324144641502,0.0019646737543098426,0.4698264427345273,0.9455220306731347,116.77040497868823,146.73405109969553,75.02396485947774,9.62855752319494,36.62580993578549,41.95509252349712,-0.4168611805525797,3.1818512057244512,1.437081569223854,20.830748689423885,23.002186970537892,25.886681720717892,-46128294603.05806,-5017539313.653198,-3447621325.3547974,40.61907279570714,33.41074720497009,52.368133717461056
173098,1054.729029934739,719.9638161426376,56.053083507219945,0.7930026146867409,518.695273662122,0.9970704001491751,233638.5816965417,0.5436329843274008,20.686419871697154,0.12368158008574423,0.7909684443360863,0.3039458231129323,0.0038128891945086556,0.858313844105195,0.9668927661142407,88.89284245917888,85.83054983388823,70.51516841178658,33.649665545877845,32.40267081758575,20.03758722175651,-0.8153930479736945,2.698911259475897,0.4451090276316285,12.985811292795288,5.013380641275195,23.308959796757023,-25884152459.96057,-85532050666.53828,-64111930336.47667,68.5816946531762,76.441340838806,44.537982144484815
89352,2481.608056068342,502.6641768500825,91.55652328168826,0.7274604368403275,754.7617541584768,0.9796012148315545,502120.15382408653,0.7170776270025894,63.92097269690743,0.4758397026668843,0.07379846471537141,0.2490568121528716,0.0038855314199987435,0.16573326551167347,0.9356185465490425,70.99690933409236,104.75374671831341,115.90003491909663,28.284863365707483,13.402519589415103,40.74408752708455,-0.2444011709972398,-1.010825270506729,2.789705878516677,4.391533463621198,2.8775128409373965,29.417728960506878,-7430876878.517944,-14255568361.179169,-48148597358.747,32.33357927890954,60.7218286033787,44.37579842362113
248088,2231.817643909516,620.5057449020801,63.31388717202742,0.605141974996062,326.31714541647216,0.976782837775504,474550.10623011494,0.5927750633489461,27.18621536091753,0.48126775190624443,0.9506494069929862,0.45050294705895816,0.0032452315955304465,0.6153023602210665,0.9333893179520978,115.50790110392023,127.91184577194106,146.57285553812216,46.97756649537745,28.292041054091786,16.143345145961916,-0.7965934966314845,3.22854983033857,1.65104883614747,11.244528752356679,2.3346708948504755,2.9512834823340643,-45489868847.913155,-23179258732.92314,-55155214654.31464,26.667048518213143,21.53492888794897,23.012380926549287
179994,1983.8264846190846,704.9786402038983,71.35873008271106,0.7175537666988969,706.7878733102648,0.9564545014315772,454804.4517147231,0.5980024457738503,509.80725390635166,0.31292684736801074,0.6298714984353723,0.4335471398371444,0.00262732874311047,0.6274846981877604,0.9070101480558418,85.20124634595267,51.004309752497164,56.479437716150265,48.54923218059807,36.26183509450334,38.756045634153736,2.8735622547500617,-0.6318094689266225,2.0733663642615916,8.916057476770467,14.903104178291775,8.642966218665517,-34920945463.63962,-5423150418.512878,-47577806977.70098,64.95812875435193,22.605336638098553,24.2485796486347
32805,2567.7617431656045,821.9454809467471,667.9728096092226,0.4834937531797361,542.3254180519434,0.9600500226596472,228843.6800328055,0.7415322631023294,342.0208710695869,0.21201523957002572,0.5593326474824902,0.04960178940171932,0.0030448957459805488,0.5642832482217408,0.8095206612488192,147.6153070561925,63.92272744528013,137.91148994011945,32.24984364585531,18.79543038440112,7.510832501739201,1.4620399798346233,-0.9539538583102036,0.9115963339372859,6.664444752756336,2.7223644968035936,18.70629691075612,-61508335952.41891,-81475822716.32938,-5229142846.007095,31.29733727071033,82.2073376036999,24.620370294247515
271003,1937.8808751630258,647.2151613995582,35.95257716030903,0.467464788779366,540.8131240269919,0.886542588933382,437520.5166231238,0.5818735977240397,294.85921519412517,0.601159500654243,0.8897831131060238,0.07844396267558287,0.0011494875429196015,0.6885342791809411,0.826321139300566,42.741118690945115,144.85254136492193,99.93251523897564,26.295235440242088,16.414247155611154,9.380605037300285,-1.6029147012213554,0.07497598803063221,0.15419151981313983,2.261177424201079,17.145379046747955,23.141594537958547,-25676840470.225388,-73217307238.32068,-19187280558.362587,43.07649218632484,22.616800125223932,27.238445934849338
150242,2619.714381558042,1123.6513459878468,542.0525899249255,0.7971328025680889,611.2469414452311,0.9785470160568971,404682.03618365515,0.6170732635472019,97.63344975563335,0.10846533990228666,0.6407715590162477,0.32801975136032735,0.003035382944215878,0.930239319337316,0.8502413468176988,116.55121067209564,115.35330209277008,114.41849756941573,18.669041433641187,13.794081577130171,13.798858092736628,-0.9367739031531345,-0.31413966901482726,2.740254029437236,17.57942763087237,11.120053743255799,22.954080776256554,-50859942600.93811,-55729346450.23681,-79702552226.38033,50.58354101799436,55.033776015744195,70.14179562354678
358298,2740.412553587272,1025.462539073536,392.30945642680865,0.6427853383628404,126.079515989278,0.9596413056332249,312231.87881984806,0.7874937901558182,118.22289498252911,0.588190463184648,0.5756461439500468,0.1758765952381783,0.0013213557020587325,0.40273464440697054,0.9437109950638057,54.38704206627338,73.74375559702807,103.72113723983531,18.078545702265277,18.036858611419625,38.50328155309344,-1.0461569593859377,0.7071546910769446,2.4466445982338128,24.125244515815414,1.680368134429364,23.350278528086623,-103218578908.55261,-33939077882.394585,-72085680047.59558,73.40900010436363,21.756194124132676,39.847929876314545
39163,1216.7114999511728,771.6428841186347,534.4088006584388,0.8632303273082842,207.82270046341438,0.9297224692147494,510285.82957423537,0.6518923780195173,358.64089361134455,0.5237440333199119,0.12210453161477555,0.19271719631966885,0.0026213743051441297,0.42992105428259225,0.8638850042066495,39.48349102858673,150.7343511821519,93.40411162853346,47.10006796463599,27.686717321096516,8.864240028967398,1.3345387536133086,-0.5442750742282261,-0.8019855951433056,11.547954025531887,21.80923572748893,11.49237920379319,-41604501751.02684,-45596294983.76061,-1432778154.3425446,76.83484575209532,40.429785113286755,70.69851368582668
12884,2130.624947063348,551.9100408011961,161.6337071839303,0.7164780434732078,258.72990738919896,0.8868384947493743,537366.223125656,0.5699890403993009,457.65578631838696,0.42459106963821847,0.7374450238578957,0.4867040239788764,0.0018808445301704225,0.7133271903105841,0.8311945983433352,106.52231388030842,45.12608652368122,96.69019227541344,44.283397034910166,18.966598317996496,7.789013265252992,0.851492066793621,3.657895469295197,0.0035377831782112956,3.469167248284331,26.689030761339435,21.135226111025496,-39669235399.72026,-68038662166.45125,-33003770939.560883,29.697273562257713,53.56301476764699,53.419000157276024
65541,1475.0306492461614,922.2825401883117,581.3585229224086,0.6925292068320839,654.4121555000245,0.8750964671023376,135540.33789211515,0.5505838192345981,40.15114380603417,0.1492371897994383,0.9344045892032139,0.10668594896844177,0.003495111189774882,0.8248980113016813,0.9788361766720581,96.3345844611867,127.66254286356612,74.05443143429416,37.10580183417971,17.206135886708907,19.130251795023135,2.647965029685105,-0.7377089702136694,0.5385448680081268,7.6421438903007095,25.64612884120531,2.0104337735881823,-23358800870.10817,-43933799816.61749,-26262858853.896034,25.322455601476108,82.1275308448849,24.659387475526582
161666,2743.956216625961,870.3803805234147,93.72955945874371,0.8426401473544487,702.8399965266736,0.8407537871498301,75542.92775228486,0.5275266548220846,505.45789972771473,0.4589313524304752,0.9261569476892284,0.05522960134458284,0.004111087634744486,0.144873392813016,0.9583753861017581,76.5091791262423,104.83869782488506,136.05183085469596,44.849807345210024,30.25503295446984,33.58136717903584,1.7493336992691224,2.2633155394340094,-1.0225636755491672,13.988933510417802,11.471614791447264,6.99939534702764,-62562177506.19019,-81145111643.88342,-28324314801.031136,24.911086041778454,57.30230551764561,42.849545941434
